,Normalised City Pair,Departure Code,Arrival Code,Departure_lat,Departure_lon,Arrival_lat,Arrival_lon,Distance,City pair unique distance
2669,"Munich, Germany - Paris, France",CDG,MUC,49.0,2.54,48.34,11.77,425,1
2670,"Amsterdam, Netherlands - Stockholm, Sweden",AMS,ARN,52.3,4.75,60.74,15.85,720,1
2671,"Amsterdam, Netherlands - Stockholm, Sweden",AMS,ARN,52.3,4.75,60.74,15.85,720,1
2672,"Amsterdam, Netherlands - Johannesburg, South Africa",AMS,JNB,49.0,2.54,-26.13,28.23,5409,1
2673,"Amsterdam, Netherlands - Johannesburg, South Africa",AMS,JNB,49.0,2.54,-26.13,28.23,5409,1
2674,"Dallas, United States Of America - Houston, United States Of America",DFW,IAH,32.9,-97.04,29.98,-95.34,225,1
2675,"Dallas, United States Of America - Houston, United States Of America",DFW,IAH,32.9,-97.04,29.98,-95.34,225,1
2676,"Dallas, United States Of America - Houston, United States Of America",DFW,IAH,32.9,-97.04,29.98,-95.34,225,1
2677,"Delhi, India - Madras, India",MAA,DEL,13.1,80.23,28.66,77.26,1087,1
2678,"Delhi, India - Madras, India",MAA,DEL,13.1,80.23,28.66,77.26,1087,1
2679,"Kuala Lumpur, Malaysia - Tokyo, Japan",KUL,NRT,2.8,101.71,35.75,140.39,3354,1
2680,"Kuala Lumpur, Malaysia - Tokyo, Japan",KUL,NRT,2.8,101.71,35.75,140.39,3354,1
2681,"Mauritius, Mauritius - Nairobi, Kenya",MRU,NBO,-20.4,57.68,-1.28,36.81,1928,1
2682,"Johannesburg, South Africa - Lisbon, Portugal",LIS,JNB,51.5,-0.45,-26.13,28.23,5621,1
2683,"Bombay, India - Lisbon, Portugal",BOM,LIS,50.1,8.56,38.77,-9.13,1168,1
2684,"Hamburg, Germany - Newcastle, United Kingdom",NCL,HAM,52.3,4.75,53.64,10.01,238,1
2685,"Geneva, Switzerland - Paris, France",CDG,GVA,49.0,2.54,46.23,6.11,254,1
2686,"Geneva, Switzerland - Paris, France",CDG,GVA,49.0,2.54,46.23,6.11,254,1
2687,"Bangkok, Thailand - Zurich, Switzerland",BKK,ZRH,13.7,100.77,47.45,8.57,5632,1
2688,"London, United Kingdom - San Francisco, United States Of America",SFO,LHR,37.6,-122.39,51.47,-0.45,5369,1
2689,"London, United Kingdom - San Francisco, United States Of America",SFO,LHR,37.6,-122.39,51.47,-0.45,5369,1
2690,"Nice, France - Paris, France",NCE,CDG,43.7,7.21,49.01,2.54,429,1
2691,"Nice, France - Paris, France",NCE,CDG,43.7,7.21,49.01,2.54,429,1
2692,"Amsterdam, Netherlands - Mexico City, Mexico",MEX,AMS,19.4,-99.16,52.31,4.75,5734,1
2693,"London, United Kingdom - Nairobi, Kenya",NBO,LHR,-1.3,36.81,51.47,-0.45,4237,1
2694,"Entebbe/kampala, Uganda - Nairobi, Kenya",EBB,NBO,0.0,32.44,-1.28,36.81,315,1
2695,"Entebbe/kampala, Uganda - Nairobi, Kenya",EBB,NBO,0.0,32.44,-1.28,36.81,315,1
2696,"Bahrain, Bahrain - Frankfurt, Germany",FRA,BAH,50.1,8.56,26.27,50.63,2763,1
2697,"Madrid, Spain - Singapore, Singapore",MAD,SIN,50.1,8.56,1.34,103.98,6389,1
2698,"Boston, United States Of America - Miami, United States Of America",MIA,BOS,33.4,-110.87,42.21,-71.0,2242,1
2699,"Denver, United States Of America - Toronto, Canada",YYZ,DEN,43.7,-79.61,39.77,-104.86,1328,1
2700,"Frankfurt, Germany - Manchester, United Kingdom",MAN,FRA,53.4,0.1,50.05,8.56,430,1
2701,"Frankfurt, Germany - Manchester, United Kingdom",MAN,FRA,53.4,0.1,50.05,8.56,430,1
2702,"New York, United States Of America - Omaha, United States Of America",OMA,LGA,31.7,-90.15,40.77,-73.88,1100,1
2703,"London, United Kingdom - Minneapolis, United States Of America",MSP,LHR,44.9,-93.2,51.47,-0.45,4014,1
2704,"Madison, United States Of America - New York, United States Of America",MSN,LGA,41.6,-98.93,40.77,-73.88,1303,1
2705,"Delhi, India - Tokyo, Japan",DEL,NRT,28.7,77.26,35.75,140.39,3667,1
2706,"Chicago, United States Of America - New York, United States Of America",ORD,LGA,41.6,-98.93,40.77,-73.88,1303,1
2707,"Chicago, United States Of America - New York, United States Of America",ORD,LGA,41.6,-98.93,40.77,-73.88,1303,1
2708,"Chicago, United States Of America - New York, United States Of America",ORD,LGA,41.6,-98.93,40.77,-73.88,1303,1
2709,"Lima, Peru - London, United Kingdom",LHR,LIM,40.5,-3.58,-12.02,-77.11,5914,1
2710,"Lima, Peru - London, United Kingdom",LHR,LIM,40.5,-3.58,-12.02,-77.11,5914,1
2711,"Durban, South Africa - Gaborone, Botswana",DUR,GBE,-26.1,28.23,-24.56,25.93,179,1
2712,"Amsterdam, Netherlands - Frankfurt, Germany",FRA,AMS,50.1,8.56,52.31,4.75,225,1
2713,"Amsterdam, Netherlands - Frankfurt, Germany",FRA,AMS,50.1,8.56,52.31,4.75,225,1
2714,"Dubai, United Arab Emirates - Houston, United States Of America",DXB,IAH,25.3,55.35,29.98,-95.34,8165,1
2715,"Houston, United States Of America - Mobile, United States Of America",IAH,MOB,30.0,-95.34,35.88,-85.26,712,1
2716,"Newark, United States Of America - San Francisco, United States Of America",EWR,SFO,40.7,-74.18,37.61,-122.39,2566,1
2717,"Jersey-channel Islands, United Kingdom - Southampton, United Kingdom",JER,SOU,49.2,-2.19,50.95,-1.36,126,1
2718,"Madrid, Spain - Porto, Portugal",MAD,OPO,40.5,-3.58,41.24,-8.67,271,1
2719,"Frankfurt, Germany - Kuala Lumpur, Malaysia",KUL,FRA,2.8,101.71,50.05,8.56,6212,1
2720,"Manila, Philippines - Singapore, Singapore",SIN,MNL,1.3,103.98,14.51,121.02,1477,1
2721,"Manila, Philippines - Singapore, Singapore",SIN,MNL,1.3,103.98,14.51,121.02,1477,1
2722,"Barcelona, Spain - Newark, United States Of America",EWR,BCN,40.7,-74.18,41.3,2.08,3848,1
2723,"London, United Kingdom - Madras, India",LHR,MAA,28.7,77.26,13.05,80.23,1094,1
2724,"London, United Kingdom - Madras, India",LHR,MAA,28.7,77.26,13.05,80.23,1094,1
2725,"London, United Kingdom - Madras, India",LHR,MAA,28.7,77.26,13.05,80.23,1094,1
2726,"London, United Kingdom - Madras, India",LHR,MAA,28.7,77.26,13.05,80.23,1094,1
2727,"London, United Kingdom - Madras, India",LHR,MAA,28.7,77.26,13.05,80.23,1094,1
2728,"Frankfurt, Germany - Lisbon, Portugal",FRA,LIS,50.1,8.56,38.77,-9.13,1168,1
2729,"London, United Kingdom - Sao Paulo, Brazil",LHR,GRU,51.5,-0.45,-23.42,-46.48,5864,1
2730,"London, United Kingdom - Sao Paulo, Brazil",LHR,GRU,51.5,-0.45,-23.42,-46.48,5864,1
2731,"London, United Kingdom - Sao Paulo, Brazil",LHR,GRU,51.5,-0.45,-23.42,-46.48,5864,1
2732,"London, United Kingdom - Taipei, Taiwan",TPE,LHR,22.3,113.94,51.47,-0.45,5996,1
2733,"London, United Kingdom - Taipei, Taiwan",TPE,LHR,22.3,113.94,51.47,-0.45,5996,1
2734,"Hong Kong, Hong Kong - Taipei, Taiwan",HKG,TPE,22.3,113.94,25.08,121.24,501,1
2735,"Hong Kong, Hong Kong - Taipei, Taiwan",HKG,TPE,22.3,113.94,25.08,121.24,501,1
2736,"Geneva, Switzerland - London, United Kingdom",LHR,GVA,51.5,-0.45,46.23,6.11,471,1
2737,"Geneva, Switzerland - London, United Kingdom",LHR,GVA,51.5,-0.45,46.23,6.11,471,1
2738,"Geneva, Switzerland - London, United Kingdom",LHR,GVA,51.5,-0.45,46.23,6.11,471,1
2739,"Geneva, Switzerland - London, United Kingdom",LHR,GVA,51.5,-0.45,46.23,6.11,471,1
2740,"Johannesburg, South Africa - London, United Kingdom",LHR,JNB,51.5,-0.45,-26.13,28.23,5621,1
2741,"Johannesburg, South Africa - London, United Kingdom",LHR,JNB,51.5,-0.45,-26.13,28.23,5621,1
2742,"Paris, France - Stockholm, Sweden",CDG,ARN,49.0,2.54,60.74,15.85,966,1
2743,"London, United Kingdom - Paris, France",CDG,LHR,49.0,2.54,51.47,-0.45,216,1
2744,"London, United Kingdom - Paris, France",CDG,LHR,49.0,2.54,51.47,-0.45,216,1
2745,"London, United Kingdom - Paris, France",CDG,LHR,49.0,2.54,51.47,-0.45,216,1
2746,"London, United Kingdom - Paris, France",CDG,LHR,49.0,2.54,51.47,-0.45,216,1
2747,"Newark, United States Of America - Zurich, Switzerland",ZRH,EWR,47.5,8.57,40.69,-74.18,3946,1
2748,"East London, South Africa - Port Elizabeth, South Africa",PLZ,ELS,-34.0,25.61,-33.04,27.83,144,1
2749,"New York, United States Of America - Norfolk, United States Of America",ORF,LGA,36.9,-76.22,40.77,-73.88,295,1
2750,"Los Angeles, United States Of America - San Jose, United States Of America",LAX,SJC,34.1,-118.24,37.37,-121.93,306,1
2751,"Johannesburg, South Africa - Paris, France",JNB,CDG,-26.1,28.23,49.01,2.54,5407,1
2752,"Johannesburg, South Africa - Paris, France",JNB,CDG,-26.1,28.23,49.01,2.54,5407,1
2753,"Hong Kong, Hong Kong - London, United Kingdom",HKG,LHR,22.3,113.94,51.47,-0.45,5996,1
2754,"Hong Kong, Hong Kong - London, United Kingdom",HKG,LHR,22.3,113.94,51.47,-0.45,5996,1
2755,"Frankfurt, Germany - London, United Kingdom",FRA,LHR,50.1,8.56,51.47,-0.45,406,1
2756,"Frankfurt, Germany - London, United Kingdom",FRA,LHR,50.1,8.56,51.47,-0.45,406,1
2757,"Frankfurt, Germany - London, United Kingdom",FRA,LHR,50.1,8.56,51.47,-0.45,406,1
2758,"Frankfurt, Germany - London, United Kingdom",FRA,LHR,50.1,8.56,51.47,-0.45,406,1
2759,"Bombay, India - Frankfurt, Germany",BOM,FRA,19.1,72.86,50.05,8.56,4085,1
2760,"Bombay, India - Frankfurt, Germany",BOM,FRA,19.1,72.86,50.05,8.56,4085,1
2761,"Chicago, United States Of America - Ft. Lauderdale, United States Of America",FLL,ORD,26.1,-80.13,41.6,-98.93,1513,1
2762,"New Orleans, United States Of America - Philadelphia, United States Of America",PHL,MSY,45.1,-89.01,29.98,-90.26,1045,1
2763,"Copenhagen, Denmark - London, United Kingdom",CPH,LHR,55.6,12.64,51.47,-0.45,609,1
2764,"Copenhagen, Denmark - London, United Kingdom",CPH,LHR,55.6,12.64,51.47,-0.45,609,1
2765,"New Orleans, United States Of America - Washington Dc, United States Of America",MSY,DCA,30.0,-90.26,38.85,-77.04,969,1
2766,"Beijing, China - Shanghai, China",SHA,PEK,31.2,121.34,40.07,116.58,667,1
2767,"Beijing, China - Shanghai, China",SHA,PEK,31.2,121.34,40.07,116.58,667,1
2768,"Beijing, China - Shanghai, China",SHA,PEK,31.2,121.34,40.07,116.58,667,1
2769,"Boston, United States Of America - New York, United States Of America",BOS,JFK,42.2,-71.0,40.64,-73.79,181,1
2770,"Boston, United States Of America - New York, United States Of America",BOS,JFK,42.2,-71.0,40.64,-73.79,181,1
2771,"Boston, United States Of America - New York, United States Of America",BOS,JFK,42.2,-71.0,40.64,-73.79,181,1
2772,"Boston, United States Of America - New York, United States Of America",BOS,JFK,42.2,-71.0,40.64,-73.79,181,1
2773,"Frankfurt, Germany - Singapore, Singapore",FRA,SIN,50.1,8.56,1.34,103.98,6389,1
2774,"San Francisco, United States Of America - Toronto, Canada",YYZ,SFO,43.7,-79.61,37.61,-122.39,2261,1
2775,"Los Angeles, United States Of America - Shanghai, China",LAX,PVG,34.1,-118.24,31.12,121.8,6486,1
2776,"Los Angeles, United States Of America - Shanghai, China",LAX,PVG,34.1,-118.24,31.12,121.8,6486,1
2777,"Paris, France - Rio De Janeiro, Brazil",GIG,CDG,-22.8,-43.24,49.01,2.54,5691,1
2778,"Hong Kong, Hong Kong - Singapore, Singapore",SIN,HKG,1.3,103.98,22.32,113.94,1593,1
2779,"Hong Kong, Hong Kong - Singapore, Singapore",SIN,HKG,1.3,103.98,22.32,113.94,1593,1
2780,"Chicago, United States Of America - Cincinnati, United States Of America",CVG,ORD,39.1,-84.66,41.6,-98.93,772,1
2781,"New York, United States Of America - Oklahoma City, United States Of America",OKC,LGA,41.6,-98.93,40.77,-73.88,1303,1
2782,"Abu Dhabi, United Arab Emirates - Muscat, Oman",MCT,AUH,23.6,58.29,24.42,54.64,238,1
2783,"Doha, Qatar - Johannesburg, South Africa",DOH,JNB,25.3,55.35,-26.13,28.23,3973,1
2784,"London, United Kingdom - Rome, Italy",LHR,FCO,51.5,-0.45,41.9,12.5,902,1
2785,"London, United Kingdom - Rome, Italy",LHR,FCO,51.5,-0.45,41.9,12.5,902,1
2786,"London, United Kingdom - Rome, Italy",LHR,FCO,51.5,-0.45,41.9,12.5,902,1
2787,"London, United Kingdom - Singapore, Singapore",LHR,SIN,51.5,-0.45,1.34,103.98,6764,1
2788,"London, United Kingdom - Singapore, Singapore",LHR,SIN,51.5,-0.45,1.34,103.98,6764,1
2789,"Helsinki, Finland - New York, United States Of America",JFK,HEL,52.3,4.75,60.31,24.97,949,1
2790,"Helsinki, Finland - New York, United States Of America",JFK,HEL,52.3,4.75,60.31,24.97,949,1
2791,"Frankfurt, Germany - Zurich, Switzerland",FRA,ZRH,50.1,8.56,47.45,8.57,183,1
2792,"Frankfurt, Germany - Zurich, Switzerland",FRA,ZRH,50.1,8.56,47.45,8.57,183,1
2793,"Atlanta, United States Of America - New York, United States Of America",JFK,ATL,40.6,-73.79,42.94,-83.53,528,1
2794,"Atlanta, United States Of America - New York, United States Of America",JFK,ATL,40.6,-73.79,42.94,-83.53,528,1
2795,"London, United Kingdom - Taipei, Taiwan",LHR,TPE,50.1,8.56,25.08,121.24,5828,1
2796,"London, United Kingdom - Taipei, Taiwan",LHR,TPE,50.1,8.56,25.08,121.24,5828,1
2797,"Lisbon, Portugal - Sao Paulo, Brazil",SAO,LIS,-14.2,-51.41,38.77,-9.13,4554,1
2798,"Lisbon, Portugal - Sao Paulo, Brazil",SAO,LIS,-14.2,-51.41,38.77,-9.13,4554,1
2799,"Lisbon, Portugal - Sao Paulo, Brazil",SAO,LIS,-14.2,-51.41,38.77,-9.13,4554,1
2800,"Brisbane, Australia - Melbourne, Australia",BNE,MEL,-27.4,153.11,-37.67,144.85,855,1
2801,"Brisbane, Australia - Melbourne, Australia",BNE,MEL,-27.4,153.11,-37.67,144.85,855,1
2802,"Dubai, United Arab Emirates - Milan, Italy",DXB,MXP,25.3,55.35,45.47,9.18,2902,1
2803,"Los Angeles, United States Of America - Miami, United States Of America",LAX,MIA,34.1,-118.24,33.4,-110.87,427,1
2804,"Dubai, United Arab Emirates - Madras, India",DXB,MAA,25.3,55.35,13.05,80.23,1826,1
2805,"Dubai, United Arab Emirates - Madras, India",DXB,MAA,25.3,55.35,13.05,80.23,1826,1
2806,"Frankfurt, Germany - Madras, India",FRA,MAA,50.1,8.56,13.05,80.23,4722,1
2807,"Toronto, Canada - Washington Dc, United States Of America",DCA,YYZ,38.9,-77.04,43.68,-79.61,356,1
2808,"Hong Kong, Hong Kong - Singapore, Singapore",SIN,HKG,1.3,103.98,22.32,113.94,1593,1
2809,"Hong Kong, Hong Kong - Singapore, Singapore",SIN,HKG,1.3,103.98,22.32,113.94,1593,1
2810,"Atlanta, United States Of America - Washington Dc, United States Of America",ATL,IAD,42.9,-83.53,38.96,-77.45,418,1
2811,"Atlanta, United States Of America - Washington Dc, United States Of America",ATL,IAD,42.9,-83.53,38.96,-77.45,418,1
2812,"Edinburgh, United Kingdom - Manchester, United Kingdom",EDI,MAN,56.0,-3.34,53.37,0.1,228,1
2813,"Belfast-city, United Kingdom - Birmingham, United Kingdom",BHD,BHX,54.6,-5.87,52.45,-1.73,226,1
2814,"London, United Kingdom - Paris, France",CDG,LHR,49.0,2.54,51.47,-0.45,216,1
2815,"London, United Kingdom - Paris, France",CDG,LHR,49.0,2.54,51.47,-0.45,216,1
2816,"London, United Kingdom - Paris, France",CDG,LHR,49.0,2.54,51.47,-0.45,216,1
2817,"London, United Kingdom - Paris, France",CDG,LHR,49.0,2.54,51.47,-0.45,216,1
2818,"Bombay, India - Dubai, United Arab Emirates",BOM,DXB,19.1,72.86,25.25,55.35,1198,1
2819,"Bombay, India - Dubai, United Arab Emirates",BOM,DXB,19.1,72.86,25.25,55.35,1198,1
2820,"Hong Kong, Hong Kong - Zurich, Switzerland",ZRH,HKG,47.5,8.57,22.32,113.94,5775,1
2821,"Hong Kong, Hong Kong - Zurich, Switzerland",ZRH,HKG,47.5,8.57,22.32,113.94,5775,1
2822,"Hong Kong, Hong Kong - Zurich, Switzerland",ZRH,HKG,47.5,8.57,22.32,113.94,5775,1
2823,"Lisbon, Portugal - Maputo, Mozambique",LIS,MPM,38.8,-9.13,-25.92,32.57,5205,1
2824,"London, United Kingdom - Rabat, Morocco",LHR,RBA,49.0,2.54,30.74,-6.45,1345,1
2825,"Rio De Janeiro, Brazil - Sao Paulo, Brazil",GRU,GIG,-23.4,-46.48,-22.81,-43.24,210,1
2826,"Rio De Janeiro, Brazil - Sao Paulo, Brazil",GRU,GIG,-23.4,-46.48,-22.81,-43.24,210,1
2827,"Karachi, Pakistan - London, United Kingdom",KHI,LHR,24.9,67.15,51.47,-0.45,3944,1
2828,"Karachi, Pakistan - London, United Kingdom",KHI,LHR,24.9,67.15,51.47,-0.45,3944,1
2829,"Karachi, Pakistan - London, United Kingdom",KHI,LHR,24.9,67.15,51.47,-0.45,3944,1
2830,"Los Angeles, United States Of America - Sydney, Australia",SYD,LAX,-33.9,151.23,34.05,-118.24,7496,1
2831,"Los Angeles, United States Of America - Sydney, Australia",SYD,LAX,-33.9,151.23,34.05,-118.24,7496,1
2832,"Paris, France - Singapore, Singapore",SIN,CDG,1.3,103.98,49.01,2.54,6669,1
2833,"Paris, France - Singapore, Singapore",SIN,CDG,1.3,103.98,49.01,2.54,6669,1
2834,"Copenhagen, Denmark - Helsinki, Finland",CPH,HEL,55.6,12.64,60.31,24.97,557,1
2835,"Madrid, Spain - Santiago De Compostela, Spain",MAD,SCQ,40.5,-3.58,42.9,-8.42,300,1
2836,"Delhi, India - Hong Kong, Hong Kong",HKG,DEL,22.3,113.94,28.66,77.26,2324,1
2837,"Amman, Jordan - Dubai, United Arab Emirates",AMM,DXB,32.0,35.94,25.25,55.35,1265,1
2838,"Los Angeles, United States Of America - San Diego, United States Of America",SAN,LAX,32.7,-102.18,34.05,-118.24,932,1
2839,"Boston, United States Of America - Doha, Qatar",DOH,BOS,51.5,-0.45,42.21,-71.0,3271,1
2840,"Austin, United States Of America - Tokyo, Japan",AUS,NRT,32.9,-97.04,35.75,140.39,6428,1
2841,"Taipei-sung Shan, Taiwan - Tokyo, Japan",HND,TSA,35.6,139.75,25.06,121.55,1304,1
2842,"Stockholm, Sweden - Zurich, Switzerland",ARN,ZRH,60.7,15.85,47.45,8.57,962,1
2843,"Stockholm, Sweden - Zurich, Switzerland",ARN,ZRH,60.7,15.85,47.45,8.57,962,1
2844,"New York, United States Of America - Seoul, Republic Of Korea",JFK,ICN,40.6,-73.79,37.45,126.66,6906,1
2845,"New York, United States Of America - Seoul, Republic Of Korea",JFK,ICN,40.6,-73.79,37.45,126.66,6906,1
2846,"New York, United States Of America - Seoul, Republic Of Korea",JFK,ICN,40.6,-73.79,37.45,126.66,6906,1
2847,"Frankfurt, Germany - Tel Aviv-yafo, Israel",FRA,TLV,50.1,8.56,32.01,34.89,1839,1
2848,"Addis Ababa, Ethiopia - Johannesburg, South Africa",JNB,ADD,-26.1,28.23,8.98,38.8,2514,1
2849,"Boston, United States Of America - New York, United States Of America",BOS,LGA,42.2,-71.0,40.77,-73.88,179,1
2850,"Boston, United States Of America - New York, United States Of America",BOS,LGA,42.2,-71.0,40.77,-73.88,179,1
2851,"Boston, United States Of America - New York, United States Of America",BOS,LGA,42.2,-71.0,40.77,-73.88,179,1
2852,"Boston, United States Of America - New York, United States Of America",BOS,LGA,42.2,-71.0,40.77,-73.88,179,1
2853,"New Orleans, United States Of America - Newark, United States Of America",MSY,EWR,30.0,-90.26,40.69,-74.18,1166,1
2854,"Geneva, Switzerland - Paris, France",CDG,GVA,49.0,2.54,46.23,6.11,254,1
2855,"Geneva, Switzerland - Paris, France",CDG,GVA,49.0,2.54,46.23,6.11,254,1
2856,"Atlanta, United States Of America - Mexico City, Mexico",MEX,ATL,19.4,-99.16,42.94,-83.53,1860,1
2857,"Montpellier, France - Paris, France",MPL,ORY,43.6,3.96,48.73,2.37,362,1
2858,"Hong Kong, Hong Kong - London, United Kingdom",HKG,LHR,22.3,113.94,51.47,-0.45,5996,1
2859,"Hong Kong, Hong Kong - London, United Kingdom",HKG,LHR,22.3,113.94,51.47,-0.45,5996,1
2860,"Boston, United States Of America - London, United Kingdom",LHR,BOS,51.5,-0.45,42.21,-71.0,3271,1
2861,"Boston, United States Of America - London, United Kingdom",LHR,BOS,51.5,-0.45,42.21,-71.0,3271,1
2862,"Bombay, India - New York, United States Of America",BOM,JFK,19.1,72.86,40.64,-73.79,7798,1
2863,"Bombay, India - New York, United States Of America",BOM,JFK,19.1,72.86,40.64,-73.79,7798,1
2864,"Bombay, India - New York, United States Of America",BOM,JFK,19.1,72.86,40.64,-73.79,7798,1
2865,"Lisbon, Portugal - Miami, United States Of America",MIA,LIS,51.5,-0.45,38.77,-9.13,974,1
2866,"San Jose, United States Of America - Sao Paulo, Brazil",SJC,GRU,32.9,-97.04,-23.42,-46.48,5110,1
2867,"Doha, Qatar - New York, United States Of America",DOH,JFK,25.3,51.56,40.64,-73.79,6701,1
2868,"Doha, Qatar - New York, United States Of America",DOH,JFK,25.3,51.56,40.64,-73.79,6701,1
2869,"Munich, Germany - Newark, United States Of America",MUC,EWR,48.3,11.77,40.69,-74.18,4053,1
2870,"Singapore, Singapore - Zurich, Switzerland",SIN,ZRH,1.3,103.98,47.45,8.57,6407,1
2871,"Singapore, Singapore - Zurich, Switzerland",SIN,ZRH,1.3,103.98,47.45,8.57,6407,1
2872,"Malaga, Spain - New York, United States Of America",JFK,AGP,40.6,-73.79,36.68,-4.49,3660,1
2873,"Frankfurt, Germany - Vienna, Austria",VIE,FRA,48.2,16.37,50.05,8.56,376,1
2874,"Dublin, Republic Of Ireland - Milan, Italy",DUB,LIN,53.3,-6.25,45.47,9.18,879,1
2875,"Lisbon, Portugal - London, United Kingdom",LHR,LIS,51.5,-0.45,38.77,-9.13,974,1
2876,"Lisbon, Portugal - London, United Kingdom",LHR,LIS,51.5,-0.45,38.77,-9.13,974,1
2877,"Lisbon, Portugal - London, United Kingdom",LHR,LIS,51.5,-0.45,38.77,-9.13,974,1
2878,"Lisbon, Portugal - London, United Kingdom",LHR,LIS,51.5,-0.45,38.77,-9.13,974,1
2879,"Milan, Italy - Newark, United States Of America",LIN,EWR,51.5,-0.45,40.69,-74.18,3466,1
2880,"Milan, Italy - Newark, United States Of America",LIN,EWR,51.5,-0.45,40.69,-74.18,3466,1
2881,"Singapore, Singapore - Taipei, Taiwan",TPE,SIN,25.1,121.24,1.34,103.98,1999,1
2882,"Singapore, Singapore - Taipei, Taiwan",TPE,SIN,25.1,121.24,1.34,103.98,1999,1
2883,"Jakarta-soekarno, Indonesia - Singapore, Singapore",CGK,SIN,-6.1,106.66,1.34,103.98,544,1
2884,"Jakarta-soekarno, Indonesia - Singapore, Singapore",CGK,SIN,-6.1,106.66,1.34,103.98,544,1
2885,"Manchester, United Kingdom - Philadelphia, United States Of America",PHL,MAN,45.1,-89.01,53.37,0.1,3805,1
2886,"Manchester, United Kingdom - Philadelphia, United States Of America",PHL,MAN,45.1,-89.01,53.37,0.1,3805,1
2887,"Berlin, Germany - Frankfurt, Germany",FRA,TXL,50.1,8.56,52.55,13.29,266,1
2888,"Berlin, Germany - Frankfurt, Germany",FRA,TXL,50.1,8.56,52.55,13.29,266,1
2889,"Cape Town, South Africa - Singapore, Singapore",SIN,CPT,1.3,103.98,-33.97,18.59,6007,1
2890,"Cape Town, South Africa - Singapore, Singapore",SIN,CPT,1.3,103.98,-33.97,18.59,6007,1
2891,"Lisbon, Portugal - Philadelphia, United States Of America",PHL,LIS,45.1,-89.01,38.77,-9.13,3969,1
2892,"Charleston, United States Of America - New York, United States Of America",LGA,CHS,40.8,-73.88,32.88,-80.04,644,1
2893,"Newark, United States Of America - Richmond, United States Of America",EWR,RIC,40.7,-74.18,45.75,-94.22,1067,1
2894,"Madrid, Spain - Sao Paulo, Brazil",MAD,SAO,40.5,-3.58,-14.24,-51.41,4856,1
2895,"Madrid, Spain - Sao Paulo, Brazil",MAD,SAO,40.5,-3.58,-14.24,-51.41,4856,1
2896,"Manchester, United Kingdom - Vilnius, Lithuania",MAN,VNO,50.1,8.56,54.64,25.28,772,1
2897,"Bombay, India - Hong Kong, Hong Kong",HKG,BOM,22.3,113.94,19.09,72.86,2661,1
2898,"Bombay, India - Hong Kong, Hong Kong",HKG,BOM,22.3,113.94,19.09,72.86,2661,1
2899,"Dubai, United Arab Emirates - Gaborone, Botswana",DXB,GBE,-26.1,28.23,-24.56,25.93,179,1
2900,"Newark, United States Of America - Turin, Italy",TRN,EWR,48.3,11.77,40.69,-74.18,4053,1
2901,"Lisbon, Portugal - Sao Paulo, Brazil",VCP,LIS,-23.0,-47.14,38.77,-9.13,4911,1
2902,"Lisbon, Portugal - Sao Paulo, Brazil",VCP,LIS,-23.0,-47.14,38.77,-9.13,4911,1
2903,"Lisbon, Portugal - Sao Paulo, Brazil",VCP,LIS,-23.0,-47.14,38.77,-9.13,4911,1
2904,"Dubai, United Arab Emirates - Tokyo, Japan",NRT,DXB,35.8,140.39,25.25,55.35,4968,1
2905,"Dubai, United Arab Emirates - Tokyo, Japan",NRT,DXB,35.8,140.39,25.25,55.35,4968,1
2906,"Boston, United States Of America - Dallas, United States Of America",BOS,DFW,42.2,-71.0,32.87,-97.04,1560,1
2907,"Durban, South Africa - Johannesburg, South Africa",DUR,JNB,-30.0,30.95,-26.13,28.23,314,1
2908,"Durban, South Africa - Johannesburg, South Africa",DUR,JNB,-30.0,30.95,-26.13,28.23,314,1
2909,"New York, United States Of America - West Palm Beach, United States Of America",PBI,JFK,26.7,-80.09,40.64,-73.79,1026,1
2910,"New York, United States Of America - West Palm Beach, United States Of America",PBI,JFK,26.7,-80.09,40.64,-73.79,1026,1
2911,"Dar Es Salaam, United Rep. Of Tanzania - Gaborone, Botswana",GBE,DAR,-26.1,28.23,-6.88,39.2,1507,1
2912,"Los Angeles, United States Of America - Singapore, Singapore",SIN,LAX,1.3,103.98,34.05,-118.24,8777,1
2913,"Los Angeles, United States Of America - Singapore, Singapore",SIN,LAX,1.3,103.98,34.05,-118.24,8777,1
2914,"Madrid, Spain - Paris, France",ORY,MAD,48.7,2.37,40.46,-3.58,640,1
2915,"Madrid, Spain - Paris, France",ORY,MAD,48.7,2.37,40.46,-3.58,640,1
2916,"Madrid, Spain - Paris, France",ORY,MAD,48.7,2.37,40.46,-3.58,640,1
2917,"Atlanta, United States Of America - Dallas, United States Of America",ATL,DFW,42.9,-83.53,32.87,-97.04,1009,1
2918,"Glasgow, United Kingdom - Johannesburg, South Africa",GLA,JNB,51.5,-0.45,-26.13,28.23,5621,1
2919,"Bari, Italy - Milan, Italy",BRI,LIN,41.1,16.87,45.47,9.18,491,1
2920,"Entebbe/kampala, Uganda - Johannesburg, South Africa",JNB,EBB,-26.1,28.23,0.04,32.44,1819,1
2921,"Entebbe/kampala, Uganda - Johannesburg, South Africa",JNB,EBB,-26.1,28.23,0.04,32.44,1819,1
2922,"London, United Kingdom - Nice, France",LCY,NCE,51.5,0.05,43.67,7.21,635,1
2923,"London, United Kingdom - Nice, France",LCY,NCE,51.5,0.05,43.67,7.21,635,1
